"bill_id","sponsor_icpsr","cosponsors_icpsr","bill_date","year","chamber"
"hconres1-108","14813","NA","2003-01-07","2003","2"
"hconres10-108","29337","29717","2003-01-08","2003","2"
"hconres100-108","20332","29538 29389 29124 10713 2605 29362 29736 29917 20124 29361 29585 15029 14430 29733 29365 15033 20122 20331 29725 14875 29386 29381 20120 20142 29364 29360 15446","2003-03-18","2003","2"
"hconres101-108","29748","NA","2003-03-19","2003","2"
"hconres102-108","29573","10713","2003-03-19","2003","2"
"hconres103-108","29337","15245 20339 29316 29922 29339 29721 29328 29389 29323 29124 29919 29720 39301 15453 29925 29587 20302 29717 29714 15410 14413 29561 15023 14824 14626 29122 29934 29923 14873 29937 20129 29573 39305 29930 14430 29733 15082 29761 15033 15431 29504 20122 15613 29729 29746 20358 29776 20328 29586 14072 29377 29903 29552 20114 15050 29741 15619 29127 29384 13035 29742 20329 29147 20321 39307 29134 15444 20105 14053 29927 29907 29705 29368 29730 29378 20106 29383 29715 29355","2003-03-20","2003","2"
"hconres104-108","14835","NA","2003-03-20","2003","2"
"hconres105-108","29748","10713","2003-03-20","2003","2"
"hconres106-108","29550","29701 20123 20312 29922 15005 29339 20351 29760 15014 29766 20144 20324 29925 20350 29335 20323 15603 2605 29325 29510 14824 14626 20336 89767 20305 29532 29318 20133 29380 29396 20129 29573 15029 29338 29365 14432 15033 15612 29379 29744 20332 15613 39316 29315 15614 20328 29377 20353 29552 29725 29513 15050 15454 20117 29386 20102 29147 29757 15112 29911 20104 20142 29501 15449 29718 29519 29747 29921 14280 29926 29715 14869 29355","2003-03-20","2003","2"
"hconres107-108","39304","15245 15000 29942 29316 15005 29721 29777 29919 15453 29107 29710 29571 29561 29510 29756 29773 14824 14626 15413 39308 15100 29380 29763 15029 29544 14430 29517 29761 14837 15036 29379 39316 29746 15614 29581 15616 15050 15454 14448 13035 20343 29911 20104 29758 20330","2003-03-20","2003","2"
"hconres108-108","29941","NA","2003-03-20","2003","2"
"hconres109-108","29501","29701 20123 29942 20347 29356 39302 20101 21180 20335 20320 20344 29104 39312 20100 20143 29773 20304 29739 29122 15604 89767 39308 29397 20305 29532 20133 29929 29502 15419 15420 29361 14835 29909 29930 29546 15029 29517 14432 29349 20317 15614 20331 29722 29549 20114 29101 20337 29734 20334 20303 29764 29939 20343 29723 20142 29759 15449 14451 20105 29519 29135 29524 15072 15630 29509 20138","2003-03-20","2003","2"
"hconres11-108","15614","NA","2003-01-08","2003","2"
"hconres110-108","15444","29389 2605 29312 29502 29390 29911 20104 14679 15446","2003-03-24","2003","2"
"hconres111-108","29938","15245 29940 20354 29588 29124 29774 29720 20147 10713 29587 29717 15410 14413 2605 29571 39312 20323 29312 29745 29313 20305 29380 29923 20103 29750 29937 20107 29585 29573 39305 29564 29733 29769 15082 29748 29517 20145 14432 29778 15431 29504 20119 14435 29535 15613 29729 29776 29586 14256 29149 29549 15616 15616 14265 29123 20126 29741 29101 15619 15438 14448 13035 29346 14656 29709 29147 15444 29768 14053 29368 15072 29906 29932 15630 29383 29309 29931","2003-03-25","2003","2"
"hconres112-108","12041","15000 20144 20100 29934 14837 29902 20117","2003-03-25","2003","2"
"hconres113-108","29563","29552","2003-03-25","2003","2"
"hconres114-108","39305","29720 29109 29762 29573 29930 29748 29778 15613 15616 14053 20106 29309 29355","2003-03-25","2003","2"
"hconres115-108","29741","15000 15603 14626 29375 15613 15050 15454 29911 15630","2003-03-25","2003","2"
"hconres116-108","29759","20347 20312 20355 29323 20315 20100 29510 20336 20319 15420 29338 20311 29552 20337 20135 20131 29927 20138","2003-03-25","2003","2"
"hconres117-108","29715","15000 29132 15401 29356 29922 15005 29389 29720 29550 29335 20143 29380 29375 20311 20117 15621 15634 29709 20104 20142 29759 29519 29907 29383 29516 29931","2003-03-25","2003","2"
"hconres118-108","29338","20123 15402 29356 14605 29735 29760 20313 20344 29340 15601 29107 15094 14813 29144 20319 29502 29136 14835 14239 29573 29143 29546 29544 20333 14837 39316 29326 29722 20337 29386 29390 29764 29771 29759 14451 29703 14053 29907 29524 20130 29935","2003-03-26","2003","2"
"hconres119-108","12041","15245 15000 29701 20123 20347 29356 15085 20312 29922 15005 29137 29760 20355 20320 15014 29323 29766 20144 20356 29550 20324 29925 29936 29335 29104 20315 20100 29510 20143 20304 14626 20336 89767 29502 29934 20129 29392 29143 29546 29544 29375 20325 14837 29349 29744 29729 15614 20110 20311 29549 29725 29513 29902 20114 15050 20117 20334 15634 29939 20142 14657 29759 29501 29718 29519 20131 29907 29705 29935 29918 29509 29715 20138 29309","2003-03-26","2003","2"
"hconres12-108","29739","NA","2003-01-27","2003","2"
"hconres120-108","29736","NA","2003-03-26","2003","2"
"hconres121-108","29337","14626 29934 29930 15050","2003-03-26","2003","2"
"hconres122-108","29705","29728 29389 20322 29710 29105 29313 14824 14626 29337 29934 29573 29778 20122 29384 14451 14053","2003-03-26","2003","2"
"hconres123-108","29918","NA","2003-03-26","2003","2"
"hconres124-108","15410","29588 29750 29932 29931","2003-03-27","2003","2"
"hconres125-108","29335","29714","2003-03-27","2003","2"
"hconres126-108","29563","20123 20357 29124 29766 20324 15601 29584 29107 20141 29104 29773 20304 29739 20133 29502 15420 29361 29546 15105 29326 20110 20311 20353 29552 29513 20114 29751 20113 20125 20301 29910 29364 29519 29907 29921 29932 29509","2003-03-27","2003","2"
"hconres127-108","29325","15023 29338 20125","2003-03-27","2003","2"
"hconres128-108","29553","15616","2003-03-27","2003","2"
"hconres129-108","29918","NA","2003-03-27","2003","2"
"hconres13-108","29756","NA","2003-01-27","2003","2"
"hconres130-108","29379","15245 29316 29328 29720 10713 29925 29587 29109 29105 29559 14824 14626 14421 20305 29348 29337 29585 29573 29120 39305 29930 15029 29733 29748 29778 15431 29504 20122 29586 29377 29903 15616 15050 15619 13035 29764 29771 29317 20321 39307 29707 20105 14053 20310 29378 20106 29309","2003-03-31","2003","2"
"hconres131-108","15616","NA","2003-03-31","2003","2"
"hconres132-108","20120","NA","2003-03-31","2003","2"
"hconres133-108","14837","NA","2003-04-01","2003","2"
"hconres134-108","29321","20100 29941 29120 29776 15619","2003-04-01","2003","2"
"hconres135-108","29504","NA","2003-04-02","2003","2"
"hconres136-108","14837","15000 14605 15005 29934 29715","2003-04-03","2003","2"
"hconres137-108","29361","15603 29745 29715","2003-04-03","2003","2"
"hconres138-108","29552","29908","2003-04-07","2003","2"
"hconres139-108","29552","29908","2003-04-07","2003","2"
"hconres14-108","29346","NA","2003-01-27","2003","2"
"hconres140-108","29587","NA","2003-04-07","2003","2"
"hconres141-108","29338","NA","2003-04-08","2003","2"
"hconres142-108","15630","15000 15007 29925 29773 29380 15423 39316 15614 29776 29381 13035 29928 15444 29927 15072 29715","2003-04-08","2003","2"
"hconres143-108","20335","20313 29563","2003-04-09","2003","2"
"hconres144-108","13035","NA","2003-04-09","2003","2"
"hconres145-108","13035","20323 14626 15029 15614 29586 15616 15446","2003-04-09","2003","2"
"hconres146-108","29544","NA","2003-04-10","2003","2"
"hconres147-108","29510","29728 29389 29774 15603 29312 39304 15420 15105 29517 15614 15454 29718 15444 14280","2003-04-10","2003","2"
"hconres148-108","15408","15000 29389 29587 20302 29109 29745 15023 29313 14824 14626 20103 20129 29778 15431 29729 14256 29771 29911 29134 29747 20330 29309","2003-04-10","2003","2"
"hconres149-108","14435","29919 29731 14824 20119 29729 29358 15616 29123 29730","2003-04-10","2003","2"
"hconres15-108","20138","15245 29922 15005 29912 29389 20144 29925 29714 29576 20315 29325 29510 14626 20314 29934 29923 29937 29544 20115 29365 14837 15033 29539 29504 29349 20140 20332 15613 15614 29549 15616 15454 13035 20120 15634 29321 29709 15112 29911 20104 29768 29519 29935 15446 29918 15630 20106 14280 29926 29509 29715","2003-01-27","2003","2"
"hconres150-108","20138","29701 20123 20347 29356 15085 29735 20137 20313 20355 20144 20132 20356 15092 20141 20316 20304 20336 89767 20124 14828 15419 15420 20348 29546 20112 20325 29338 29349 15451 29326 20110 29549 15621 29723 15112 14863 20131 29907 29921","2003-04-10","2003","2"
"hconres151-108","29774","29942 20339 15005 29912 20338 29389 29720 29340 10713 29107 20302 29109 29144 29362 20323 15023 29313 29773 14626 29739 29122 20305 29532 29318 15419 29763 29396 29585 29573 20348 29930 20112 29733 20115 14837 20145 29553 14435 20140 20332 15613 29729 15614 29373 20328 29586 20341 29149 29552 15050 29741 20117 15438 14448 13035 29764 29928 20343 29723 14656 29911 20104 20142 14053 29747 20310 29921 15072 15446 29715 29525 20138 29355","2003-04-11","2003","2"
"hconres152-108","29107","15000 29100 29714 29745 14626 29318 29143 15105 29746 20341 20126 29771 15449 29768 15447","2003-04-11","2003","2"
"hconres153-108","20335","NA","2003-04-12","2003","2"
